class,,req1,req1_id,req2,req2_id,similarity,cosine,CORLEY&MIHALCEA-NA-par,BinaryClass,Multiclass
13954,13954,"the dmi shall display or be compatible with information from national train control systems. this may mean displaying the information shown by the national system.
",4.1.7.2,"the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data.
",4.3.1.4a,0,0.213730844,0.08391608,,
36340,36340,"the co-operative revocation of the ma shall be possible to a new target location, proposed from rbc.
",4.9.10.2,"the train location calculation shall take into account error of odometry.
",4.3.4.3,0,0.213712306,0.14285715,,
7784,7784,"the following data may be entered manually by the driver or from train memory:
",4.1.2.16,"it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority.
",4.1.5.1b,0,0.213621656,0.19642857,,
13185,13185,"the etcs trainborne equipment shall be capable of being isolated.
",4.1.6.1a,"within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least 5 sec. before the intervention.
",4.3.7.2,0,0.21349929,0.3080357,,
11192,11192,"partial supervision shall be indicated on the dmi.
",4.1.4.3,"if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point
",4.3.3.2d,0,0.213469821,0,,
10215,10215,"it shall be possible to apply the train trip function, if the shunting movement passes a signal showing ""danger for shunting"".
",4.1.3.6,"within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least 5 sec. before the intervention.
",4.3.7.2,0,0.213469573,0.072916664,,
16177,16177,"track to train transmission shall provide the capability to send different speed profiles for specific train categories.
",4.1.1.5,"the train speed shall be at or below a speed specified by a national value.
",4.5.2.1,0,0.213440957,0.25,,
11371,11371,"in partial supervision the train shall be supervised according to train speed and distance data available.
",4.1.4.4a,"the ceiling speed level for the movement authority shall be defined as data national value.
",4.2.3.2,0,0.213355517,0.28636363,,
3796,3796,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,"the system for train data entry shall provide for the input of other data required by stms connected to etcs. this may require additional items, not required for etcs, to be entered.
",4.1.2.13,0,0.213349142,0.10084034,,
1872,1872,"etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems.
",3.7.1.1,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,0,0.213210028,0.071794875,,
103,103,"etcs shall provide the driver with information to allow him to drive the train safely.
",3.1.1.1a,"the release speed shall be indicated on the dmi.
",4.3.3.2c,0,0.213143381,0,,
16186,16186,"track to train transmission shall provide the capability to send different speed profiles for specific train categories.
",4.1.1.5,"it shall be possible to command an immediate train stop.
",4.6.4.1b,0,0.213138604,0.125,,
8172,8172,"if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details
",4.1.2.17,"if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within 5 seconds
",4.1.4.2a,0,0.213133901,0.08712121,,
20980,20980,"if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point
",4.3.3.2d,"if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another (train spacing and train speed).
",4.9.12.2,0,0.213128702,0.23011364,,
22320,22320,"there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits, function ",4.3.5.2,"the train shall be capable of receiving any track-to-train information intended and relevant for this train including movement authority.
",4.5.2.7,0,0.213125304,0.16783217,,
7661,7661,"following successful completion of train data entry, the driver shall be able to perform shunting movements or train movements.",4.1.2.15,"the driver shall enter the driver id
",4.4.2.5,0,0.21310595,0.20833333,,
13993,13993,"the dmi shall display or be compatible with information from national train control systems. this may mean displaying the information shown by the national system.
",4.1.7.2,"information received shall not influence the traction unit(s) with in-operative cabs.
",4.4.1.2,0,0.21306474,0.094017096,,
13210,13210,"the etcs trainborne equipment shall be capable of being isolated.
",4.1.6.1a,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,0,0.213058266,0.12698413,,
3983,3983,"the etcs on-board shall be capable of receiving national values from the trackside to adapt to national requirements
",3.10.1.1,"default values shall be harmonised values, permanently stored in all ertms/etcs on board equipment
",3.10.1.2,0,0.213033577,0.21111111,,
13394,13394,"when the etcs trainborne equipment is isolated, the system shall not show any etcs information other than the fact that the system is isolated.",4.1.6.5,"information shall be recorded to an accuracy which enables a clear view of the functioning of etcs and way the traction unit has been driven.
",4.3.10.3,0,0.213015901,0.15,,
3392,3392,"if an etcs equipped train passes a level transition to a line fitted with more than one level, the onboard shall switch to the highest level, according to the priority given by trackside, for which it is equipped.
",3.9.1.4,"the dmi shall indicate the result of the self-test.
",4.1.1.4c,0,0.213001972,0,,
8792,8792,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,"track to train transmission shall provide the capability to send different speed profiles for specific train categories.
",4.1.1.5,0,0.212979644,0.083333336,,
10397,10397,"exit from shunting shall only be possible when the train is stationary.
",4.1.3.8a,"where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.
",4.3.2.7,0,0.21296838,0.18253969,,
20505,20505,"the release speed shall be calculated on board, based on either:
",4.3.3.1,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.212947341,0.22222222,,
1825,1825,"etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems.
",3.7.1.1,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,0,0.212912922,0.15,,
13433,13433,"when the etcs trainborne equipment is isolated, the system shall not show any etcs information other than the fact that the system is isolated.",4.1.6.5,"the information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations.
",4.8.1.6,0,0.212877351,0.083333336,,
2854,2854,"for transitions to and from national operation (stm) the etcs shall request, an acknowledgement by the driver.
",3.9.1.2d,"the target distance to be displayed on the dmi shall be based on the most restrictive braking curve.
",4.2.2.2,0,0.212877073,0,,
1181,1181,"it shall be possible to implement one or more of the etcs application levels on a line.
",3.2.1.3b,"the train shall be able to automatically pass from one rbc area to another without driver intervention.
",4.9.12.1,0,0.212850701,0.21111111,,
4243,4243,"national values shall be applicable to a defined area
",3.10.1.3,"the ceiling speed level for the movement authority shall be defined as data national value.
",4.2.3.2,0,0.212831206,0.4,,
36956,36956,"the reversing function shall only be possible in one active cab which is not closed at any time during the procedure.
",4.9.10.1,"the following information shall be recorded:
",4.3.10.7,0,0.212809098,0.19642857,,
13994,13994,"the dmi shall display or be compatible with information from national train control systems. this may mean displaying the information shown by the national system.
",4.1.7.2,the train trip function ,4.4.1.3,0,0.212786997,0.20512821,,
477,477,"if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc.
",3.1.1.1c,"the etcs trainborne equipment shall supervise the end of movement authority, if this information is available on-board.
",4.2.2.1,0,0.212774898,0.08391608,,
10868,10868,"partial supervision shall be selected either by the driver, or by information received from track-to-train transmission.
",4.1.4.1,"information shall be shown on the dmi
",4.8.10.2,0,0.21277251,0.3611111,,
29254,29254,"the train shall be capable of receiving any track-to-train information intended and relevant for this train including movement authority.
",4.5.2.7,"it shall be possible to prevent a train from entering a route for which it does not meet the required criteria.
",4.6.4.1a,0,0.212764948,0.18181819,,
29277,29277,"the train shall be capable of receiving any track-to-train information intended and relevant for this train including movement authority.
",4.5.2.7,"it shall be possible to send information regarding the inhibition of the following different types of brake:
",4.8.10.1,0,0.212754086,0.19090909,,
28291,28291,"the override control shall be protected against inadvertent operation.
",4.5.2.2b,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.212742815,0.12179487,,
9967,9967,"the supervised shunting speed shall be indicated to the driver on request.
",4.1.3.5b,"isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system.
",4.1.6.6,0,0.212740633,0,,
13947,13947,"the dmi shall display or be compatible with information from national train control systems. this may mean displaying the information shown by the national system.
",4.1.7.2,"the train shall be supervised according to train speed data available.
",4.2.3.6a,0,0.212735523,0.20192307,,
28462,28462,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,"it shall be possible to prevent a train from entering a route for which it does not meet the required criteria.
",4.6.4.1a,0,0.212673677,0.2020202,,
9380,9380,"automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information.
",4.1.3.4a,"the onboard shall be capable to switch to another etcs status when transmitted from trackside
",4.1.8.5,0,0.212663441,0.1736111,,
691,691,"etcs is required to be functional to a maximum train speed of 500 km/h.
",3.1.1.10,"when changing to a lower speed level, the front end of the train shall respect the dynamic train speed profile.
",4.3.2.2a,0,0.212625531,0.19090909,,
7701,7701,"following successful completion of train data entry, the driver shall be able to perform shunting movements or train movements.",4.1.2.15,"the etcs on-board shall be capable of sending to the trackside train integrity information detected by a system outside etcs
",4.9.5.1,0,0.212599966,0.16666667,,
3896,3896,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,the train trip function ,4.4.1.3,0,0.212586709,0,,
22329,22329,"there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits, function ",4.3.5.2,"after overriding this function the movement authority shall be re-established.
",4.6.4.3,0,0.212553856,0.3653846,,
3711,3711,"if an etcs equipped train passes a level transition to one or more levels for which it is not equipped, etcs shall initiate a brake application.
",3.9.1.5,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,0,0.212553047,0.077380955,,
14001,14001,"the dmi shall display or be compatible with information from national train control systems. this may mean displaying the information shown by the national system.
",4.1.7.2,"the override control shall be protected against inadvertent operation.
",4.5.2.2b,0,0.212534469,0.24358974,,
23104,23104,"the driver shall have the possibility to select the language, this does not concern non pre-defined texts sent from the trackside.
",4.3.6.6,"it shall be possible to drive the train backwards in a supervised way (speed and distance) according to information received from trackside
",4.4.7.1,0,0.21253128,0.07692308,,
9163,9163,"it shall be possible to manually select shunting from stand by operation, full supervision operation or partial supervision operation
",4.1.3.3,"partial supervision shall be indicated on the dmi.
",4.1.4.3,0,0.212527328,0.45,,
16414,16414,"the etcs trainborne equipment shall supervise the end of movement authority, if this information is available on-board.
",4.2.2.1,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.212526038,0,,
6619,6619,"current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative.
",4.1.2.10,"the ceiling speed level for the movement authority shall be defined as data national value.
",4.2.3.2,0,0.212446559,0.17142858,,
37222,37222,"the driver shall be able to use the reversing function without needing to re-confirm the train data.
",4.9.10.5,"if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc.
",3.1.1.1c,0,0.212430342,0.100961536,,
14734,14734,"the ceiling speed value for the unfitted operation is determined by the lower value out of
",4.1.8.4,"the target distance to be displayed on the dmi shall be based on the most restrictive braking curve.
",4.2.2.2,0,0.212279281,0,,
701,701,"etcs is required to be functional to a maximum train speed of 500 km/h.
",3.1.1.10,"the etcs trainborne equipment shall be able to determine the location of the entire train.
",4.3.4.1,0,0.212265258,0.31666666,,
25298,25298,"when using more than one traction unit this function shall be disabled in all but the leading traction unit.
",4.3.9.4,"the driver shall be able to override the function when the train is stationary.
",4.6.4.2,0,0.212217849,0.31666666,,
9361,9361,"automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information.
",4.1.3.4a,"partial supervision shall be indicated on the dmi.
",4.1.4.3,0,0.212181165,0.39375,,
27715,27715,"it shall be possible to drive the train backwards in a supervised way (speed and distance) according to information received from trackside
",4.4.7.1,"in etcs with rbc this restriction on performance shall, if possible be transmitted to the rbc.
",5.2.1.2c,0,0.212141743,0.21978022,,
400,400,"if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc.
",3.1.1.1c,"it shall be possible to implement one or more of the etcs application levels on a line.
",3.2.1.3b,0,0.212114741,0.18803419,,
36738,36738,"if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location.
",4.9.10.4,"there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits, function ",4.3.5.2,0,0.212089689,0.15384616,,
38882,38882,"if there are failures of the trainborne equipment which compromise the safety of train supervision, the etcs trainborne equipment shall immediately command the brake and bring the train to a stop.
",5.2.1.1,"it shall also be possible, to allow the driver to change the adhesion conditions; in this case information from trackside has priority.
",4.1.1.3b,0,0.212087976,0.13846155,,
32838,32838,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,"the character set used shall support different languages.
",4.8.8.6,0,0.212056365,0,,
35231,35231,"information shall be shown on the dmi
",4.8.10.2,"the distance supervised can be extended from the trackside.
",4.9.10.7,0,0.212054963,0.225,,
25710,25710,"information shall be recorded to an accuracy which enables a clear view of the functioning of etcs and way the traction unit has been driven.
",4.3.10.3,"when the plain text message appears on the dmi, the driver shall be alerted.
",4.8.8.3,0,0.212053051,0.08888889,,
1956,1956,"etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems.
",3.7.1.1,"fixed text messages shall be provided in the language selected by the driver
",4.8.9.2,0,0.212047947,0.09583333,,
4977,4977,"at start up, the on board equipment shall perform an automatic self-test.
",4.1.1.3a,"train data shall be entered before the on-board etcs equipment allows train movement.
",4.1.2.1a,0,0.212042079,0.12698413,,
12668,12668,"it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority.
",4.1.5.1b,"in the event of a transmission failure the following reactions, shall be capable of being applied in accordance with a national value:
	",5.1.3.1,0,0.211993172,0.077380955,,
5980,5980,"entering or overwriting data manually by the driver shall be possible but only when stationary.
",4.1.2.3a,"if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details
",4.1.2.17,0,0.211992798,0.275,,
6517,6517,the driver shall be able to consult train data when the train is stationary or moving.,4.1.2.9,"it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train.
",4.9.10.1,0,0.211985745,0.17692308,,
37141,37141,"reversing shall be possible as defined by a value given with the ma
",4.9.10.2,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,0,0.211972571,0.28333333,,
6821,6821,"stored train data shall be offered to the driver to be confirmed when data entry starts.
",4.1.2.11,"the target distance shall not be shown on the dmi unless selected by the driver.
",4.2.3.6c,0,0.211949305,0.225,,
4102,4102,"the etcs on-board shall be capable of receiving national values from the trackside to adapt to national requirements
",3.10.1.1,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,0,0.21194591,0.10555556,,
17541,17541,"the train shall be supervised according to train speed data available.
",4.2.3.6a,"within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least 5 sec. before the intervention.
",4.3.7.2,0,0.211925821,0.09375,,
30469,30469,"it shall be possible to prevent a train from entering a route for which it does not meet the required criteria.
",4.6.4.1a,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.211899931,0.25174826,,
3024,3024,"in case the transition has to be acknowledged and the driver fails to acknowledge as required, the etcs shall initiate a brake application
",3.9.1.2e,"if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within 5 seconds
",4.1.4.2a,0,0.211885975,0.16783217,,
37041,37041,"reversing shall be possible as defined by a value given with the ma
",4.9.10.2,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,0,0.211874805,0.24285714,,
12340,12340,"transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission.
",4.1.5.1a,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,0,0.211856819,0.4,,
38809,38809,"if there are failures of the trainborne equipment which compromise the safety of train supervision, the etcs trainborne equipment shall immediately command the brake and bring the train to a stop.
",5.2.1.1,"it shall be possible to implement one or more of the etcs application levels on a line.
",3.2.1.3b,0,0.21185375,0.15555556,,
11041,11041,"if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within 5 seconds
",4.1.4.2a,"the emergency stop shall be indicated to the driver on the dmi.
",4.6.4.8,0,0.211848597,0.12878788,,
12990,12990,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,"if decided by a national value, the driver may release the etcs emergency brake when the actual speed is below the permitted speed.
",4.3.7.4c,0,0.211815047,0.14358975,,
12545,12545,"it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority.
",4.1.5.1b,"unfitted operation shall be possible if selected by the driver at start up
",4.1.8.2,0,0.211802706,0.29464287,,
6010,6010,"entering or overwriting data manually by the driver shall be possible but only when stationary.
",4.1.2.3a,"unfitted operation shall be possible if ordered by trackside
",4.1.8.1,0,0.211694206,0.26666668,,
4181,4181,"national values shall be applicable to a defined area
",3.10.1.3,"default values shall be harmonised values, permanently stored in all ertms/etcs on board equipment
",3.10.1.2,0,0.211686893,0.2777778,,
23100,23100,"the driver shall have the possibility to select the language, this does not concern non pre-defined texts sent from the trackside.
",4.3.6.6,the train trip function ,4.4.1.3,0,0.211679762,0,,
38222,38222,"if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another (train spacing and train speed).
",4.9.12.2,"transitions which occur while the train is stationary, shall be initiated automatically or manually as appropriate.
",3.9.1.2b,0,0.211639829,0.25,,
16716,16716,"together with the movement authority, the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires.
",4.2.2.3,"using train data and infrastructure data, braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track.
",4.2.3.1,0,0.211604311,0.055727553,,
23325,23325,"a train shall be supervised to its static and dynamic train speed profiles.
",4.3.7.1,"after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value
",4.6.12.5b,0,0.211597705,0.23376623,,
5320,5320,"the test shall require no action on the part of the driver.
",4.1.1.4b,"the character set used shall support different languages.
",4.8.8.6,0,0.211578553,0,,
13933,13933,"the dmi shall display or be compatible with information from national train control systems. this may mean displaying the information shown by the national system.
",4.1.7.2,"the ceiling speed value for the unfitted operation is determined by the lower value out of
",4.1.8.4,0,0.211474745,0,,
29877,29877,"it shall be possible to command a conditional emergency stop. if the train has already passed the location for the emergency stop the command shall be ignored
",4.6.4.1c,"it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train.
",4.9.10.1,0,0.211458265,0.3708791,,
27865,27865,"the train speed shall be at or below a speed specified by a national value.
",4.5.2.1,"it shall be possible to command a conditional emergency stop. if the train has already passed the location for the emergency stop the command shall be ignored
",4.6.4.1c,0,0.211420451,0.23809524,,
36147,36147,"it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train.
",4.9.10.1,"visual and acoustic warnings to the driver about possible intervention from etcs shall be given to enable the driver to react and avoid intervention.
",4.3.6.5,0,0.211414605,0.18333334,,
16320,16320,"the etcs trainborne equipment shall supervise the end of movement authority, if this information is available on-board.
",4.2.2.1,"using train data and infrastructure data, braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track.
",4.2.3.1,0,0.211410535,0.07486631,,
5679,5679,"train data shall be entered before the on-board etcs equipment allows train movement.
",4.1.2.1a,"it shall be possible to use tandem traction units without isolating the etcs trainborne equipment on the tandem traction unit.
",4.4.2.1,0,0.211385545,0.3030303,,
20325,20325,"where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.
",4.3.2.7,"the following information shall be recorded:
",4.3.10.7,0,0.211384681,0,,
4854,4854,"default values shall be harmonised values, permanently stored in all ertms/etcs on board equipment
",3.10.1.2,"the release speed shall be calculated on board, based on either:
",4.3.3.1,0,0.211380251,0.2777778,,
5180,5180,"the test shall require no action on the part of the driver.
",4.1.1.4b,"current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative.
",4.1.2.10,0,0.211305809,0,,
19552,19552,"when changing to a lower speed level, the front end of the train shall respect the dynamic train speed profile.
",4.3.2.2a,"when a train has received an emergency stop etcs shall command the emergency brake.
",4.6.4.7,0,0.211303317,0.2020202,,
7839,7839,"the following data may be entered manually by the driver or from train memory:
",4.1.2.16,"within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least 5 sec. before the intervention.
",4.3.7.2,0,0.211275556,0.1875,,
34247,34247,"the onboard equipment shall display plain text messages as received.
",4.8.8.5,"if there are failures of the trainborne equipment which compromise the safety of train supervision, the etcs trainborne equipment shall immediately command the brake and bring the train to a stop.
",5.2.1.1,0,0.211146678,0.104761906,,
10154,10154,"it shall be possible to apply the train trip function, if the shunting movement passes a signal showing ""danger for shunting"".
",4.1.3.6,"in partial supervision the train shall be supervised according to train speed and distance data available.
",4.1.4.4a,0,0.211136744,0.17424242,,
24328,24328,"to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction.
",4.3.9.1a,"fixed text messages shall be provided in the language selected by the driver
",4.8.9.2,0,0.211127101,0,,
16821,16821,"together with the movement authority, the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires.
",4.2.2.3,"the distance supervised can be extended from the trackside.
",4.9.10.7,0,0.211094072,0.12631579,,
24287,24287,"to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction.
",4.3.9.1a,"information received shall not influence the traction unit(s) with in-operative cabs.
",4.4.1.2,0,0.211045441,0.17777778,,
5601,5601,"train data shall be entered before the on-board etcs equipment allows train movement.
",4.1.2.1a,"the train shall have the capability of being supervised to a ceiling speed.
",4.1.4.4b,0,0.211007875,0.12698413,,
25088,25088,"after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated
",4.3.9.3,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,0,0.211001182,0.094017096,,
13741,13741,"the etcs trainborne equipment shall be capable of receiving information from the national train control systems by means of the stm.
",4.1.7.1,"if track data at least to the location where the relevant movement authority ends are not available on-board, the movement authority shall be rejected.
",4.1.1.4b,0,0.210944832,0.071794875,,
38360,38360,"if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another (train spacing and train speed).
",4.9.12.2,"it shall be possible to command a conditional emergency stop. if the train has already passed the location for the emergency stop the command shall be ignored
",4.6.4.1c,0,0.210901299,0.20714286,,
18531,18531,"etcs shall calculate the permitted speed for the train for all locations of the authorised movement.
",4.3.1.2a,"within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least 5 sec. before the intervention.
",4.3.7.2,0,0.210838055,0.09375,,
16950,16950,"using train data and infrastructure data, braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track.
",4.2.3.1,"if decided by a national value, the driver may release the etcs emergency brake when the actual speed is below the permitted speed.
",4.3.7.4c,0,0.210797001,0,,
1103,1103,"it shall be possible to implement one or more of the etcs application levels on a line.
",3.2.1.3b,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.210751062,0.083333336,,
7799,7799,"the following data may be entered manually by the driver or from train memory:
",4.1.2.16,"it shall also be possible, to allow the driver to change the adhesion conditions; in this case information from trackside has priority.
",4.1.1.3b,0,0.210732862,0.20192307,,
19941,19941,"it shall be possible to define certain locations (e.g. tunnels) where speed increase is related to the front of the train.
",4.3.2.3,"actual speed shall still be shown on the dmi.
",4.5.2.4,0,0.210701697,0.23809524,,
2633,2633,"if, as a result of an automatic transition, except for transitions to and from national operation (stm), the responsibility for the driver increases, the etcs shall seek an acknowledgement from the driver, whether the train is stationary or not.
",3.9.1.2c,"the train shall leave partial supervision when the trainborne equipment is not operative any longer, when shunting is selected or when full supervision is available.
",4.1.4.6,0,0.210657947,0.1882353,,
21707,21707,"on lines fitted with rbc, the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc.
",4.3.4.2,"all data entered, received or indicated to the driver shall be recorded onboard. all data shall be related to utc (universal time corrected) and a reference point.
",4.3.10.2,0,0.210567671,0.075,,
6768,6768,"stored train data shall be offered to the driver to be confirmed when data entry starts.
",4.1.2.11,the change of driver identification during a journey or a train running number shall be possible,4.1.2.14b,0,0.21054041,0.31666666,,
5870,5870,"the driver shall be able to select train data entry on the dmi.
",4.1.2.2,"information shall be recorded to an accuracy which enables a clear view of the functioning of etcs and way the traction unit has been driven.
",4.3.10.3,0,0.210530565,0.09583333,,
3894,3894,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,"it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction unit(s) with an in-operative cab.
",4.4.1.1,0,0.210477176,0.10714286,,
23101,23101,"the driver shall have the possibility to select the language, this does not concern non pre-defined texts sent from the trackside.
",4.3.6.6,"it shall be possible to use tandem traction units without isolating the etcs trainborne equipment on the tandem traction unit.
",4.4.2.1,0,0.210474019,0,,
17613,17613,"the train shall be supervised according to train speed data available.
",4.2.3.6a,"the distance supervised can be extended from the trackside.
",4.9.10.7,0,0.210454397,0.325,,
7048,7048,"the system for train data entry shall provide for the input of other data required by stms connected to etcs. this may require additional items, not required for etcs, to be entered.
",4.1.2.13,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,0,0.210438992,0.15073529,,
22332,22332,"there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits, function ",4.3.5.2,"the emergency brake shall be applied until the traction unit is stationary.
",4.6.12.3,0,0.21040112,0.100961536,,
12983,12983,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.210392681,0.06111111,,
25506,25506,"all data entered, received or indicated to the driver shall be recorded onboard. all data shall be related to utc (universal time corrected) and a reference point.
",4.3.10.2,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.210390465,0.21538462,,
20552,20552,"the release speed shall be calculated on board, based on either:
",4.3.3.1,"after the acknowledgement the driver shall be able to continue the movement
",4.6.12.5a,0,0.210369432,0.16666667,,
2419,2419,"transitions which occur while the train is stationary, shall be initiated automatically or manually as appropriate.
",3.9.1.2b,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,0,0.210323413,0.275,,
29493,29493,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,"if the train is equipped with only one operational radio, passing from one rbc to another shall still be possible but might result in a performance penalty.
",4.9.12.3,0,0.210278614,0.3,,
15769,15769,"the trackside shall be able to send information for the calculation of speed profiles.
",4.1.1.4a,"all data entered, received or indicated to the driver shall be recorded onboard. all data shall be related to utc (universal time corrected) and a reference point.
",4.3.10.2,0,0.210246706,0.09583333,,
29262,29262,"the train shall be capable of receiving any track-to-train information intended and relevant for this train including movement authority.
",4.5.2.7,"after the acknowledgement the driver shall be able to continue the movement
",4.6.12.5a,0,0.21024326,0.25757575,,
6175,6175,"train data may be entered automatically from a railway management system or from train memory.
",4.1.2.5a,"following successful completion of train data entry, the driver shall be able to perform shunting movements or train movements.",4.1.2.15,0,0.210192324,0.29166666,,
